Ligand,s641a_LGFE,s641a_LE,hERG_9CHQ_LGFE,9chq_LE,Nav1.5_6LQA_LGFE,6lqa_LE,Risk,optN_n_LGFE,TdP,hERG5_LGFE,Cav1.2_LGFE,optn_LE,cavRef_LE,MEOO,GEND,GEHC,hERG5_GENA,PRPC,hERG5_MAMN,BENC,ACEC,MAMC,FORC,MEOO9,GEND9,GEHC9,hERG9_GENA,PRPC9,hERG9_MAMN,hERG9_BENC,ACEC9,MAMC9,FORC9,Nav1.5_MEOO,GEND6,GEHC6,GENA6,PRPC6,Nav1.5_MAMN,Nav1.5_BENC,ACEC6,MAMC6,FORC6,MEOOs,GENDs,GEHCs,GENAs,PRPCs,hERGS_MAMN,BENCs,ACECs,MAMCs,MEOOc,Cav1.2_GEND,GEHCc,Cav1.2_GENA,PRPCc,Cav1.2_MAMN,BENCc,ACECc,MAMCc,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,smiles
pravastatin_p,-9.74,-0.325,-7.498,-0.25,-17.573,-0.586,NR,,0,-10.498,-8.638,-0.35,-0.288,-0.83,0,0,-1.39,-8.1,0,0,-0.18,0,0,-0.01,0,0,-0.96,-4.07,0,0,-2.4,0,0,-1.78,0,0,-0.74,-14.08,0,0,-0.98,0,0,-1.05,0,0,-0.37,-7.3,0,0,-1,0,-1.21,0,0,0.08,-4.56,0,0,-3,0,432.598,1.7622,130.61,7,6,17,2,0,1,30,1758.346953,3.636606306,5.675740968,12.0922857,7.398592385,[H]OC1([H])C([H])C2C([H])C([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])(O[H])C([H])([H])C(O)O)C2([H])C([H])(OC(O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C1([H])[H]
prednicarbate_p,-9.393,-0.268,-8.411,-0.24,-17.751,-0.507,NR,,0,-11.537,-5.705,-0.33,-0.163,-0.23,0,0,-3.87,-7.42,0,0,0,0,0,-0.01,0,0,-1.62,-6.79,0,0,0,0,0,-0.5,0,0,-2.99,-14.25,0,0,0,0,0,-0.27,0,0,-0.32,-8.82,0,0,0,0,-0.69,0,0,-0.06,-4.92,0,0,0,0,500.673,2.5345,128.84,8,5,14,4,0,1,35,2058.621865,2.583159813,7.246428645,10.44614304,4.604510981,[H]OC1([H])C([H])([H])C2(C([H])([H])[H])C(OC(O)OC([H])([H])C([H])([H])[H])(C(O)C([H])([H])OC(O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C2([H])C([H])([H])C([H])([H])C3C([H])C(O)C([H])C([H])C3(C([H])([H])[H])C12[H]
prednisolone_p,-8.97,-0.345,-6.887,-0.265,-14.885,-0.572,NR,,0,-9.405,-6.077,-0.362,-0.234,-1.33,0,0,-0.9,-7.17,0,0,0,0,0,-0.54,0,0,-0.51,-5.84,0,0,0,0,0,-2.05,0,0,-2.34,-10.46,0,0,0,0,0,-0.99,0,0,0.03,-7.98,0,0,0,0,-2.12,0,0,0.54,-4.47,0,0,0,0,368.514,1.4451,101.15,5,5,7,4,0,1,26,1537.650453,2.634941521,4.918428883,6.148225696,2.334446323,[H]OC([H])([H])C(O)C1(O[H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])([H])C4C([H])C(O)C([H])C([H])C4(C([H])([H])[H])C3([H])C([H])(O[H])C([H])([H])C12C([H])([H])[H]
primidone_p,-6.396,-0.4,-5.295,-0.331,-10.295,-0.643,NR,,0,-7.434,-4.62,-0.465,-0.289,0,-1.17,0,-1.4,-2.05,0,-2.81,0,0,0,0,-0.61,0,-0.76,-0.52,0,-3.43,0,0,0,0,-1.83,0,-2.02,-2.48,0,-3.96,0,0,0,0,-0.33,0,-0.26,-1.58,0,-4.23,0,0,0,-1.21,0,0.15,-1.02,0,-2.53,0,0,228.336,0.7502,64.52,4,4,3,2,0,1,16,614.9022742,2.891246807,3.667703675,5.001422909,1.879792207,[H]C1C([H])C([H])C(C2(C([H])([H])C([H])([H])[H])C(O)N([H])C([H])([H])N([H])C2O)C([H])C1[H]
probenecid_p,-6.444,-0.339,-8.027,-0.422,-11.026,-0.58,NR,,0,-6.493,-7.444,-0.342,-0.392,0,0,0,-1.7,-2.82,0,-2.1,0.12,0,0,0,0,0,-1.48,-2.03,0,-2.08,-2.4,0,0,0,0,0,-2.36,-3.88,0,-3.51,-1.3,0,0,0,0,0,-0.37,-2.64,0,-2.48,-0.95,0,0,0,0,0.08,-1.56,0,-3,-3,0,295.445,2.6435,84.16,5,4,9,1,0,1,19,764.4258819,4.056905411,4.570928215,7.806592171,4.579939364,[H]C1C([H])C(S(O)(O)N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])C([H])C1C(O)O
prochlorperazine_p,-9.524,-0.381,-10.098,-0.404,-19.359,-0.774,NR,,0,-18.67,-9.718,-0.747,-0.389,0,0,0,-1.04,-1.76,-10.4,-5.48,0,0,0,0,0,0,-1.05,-2.17,-1.69,-5.21,0,0,0,0,0,0,-1.31,-2.44,-9.2,-6.42,0,0,0,0,0,0,-0.37,-2.53,-2.68,-3.94,0,0,0,0,0,0.08,-0.64,-3.6,-5.63,0,0,367.647,0.7069,12.12,2,2,5,4,0,1,25,1291.350169,2.043206842,5.036685922,8.496013963,4.389269911,[H]C1C([H])C([H])C2C(SC3C([H])C([H])C(C)C([H])C3N2C([H])([H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C1[H]
progesterone_p,-8.516,-0.37,-6.599,-0.287,-13.283,-0.578,NR,,0,-8.28,-5.062,-0.36,-0.22,0,0,0,-1.07,-7.22,0,0,0,0,0,0,0,0,-0.39,-6.21,0,0,0,0,0,0,0,0,-1.9,-11.36,0,0,0,0,0,0,0,0,-0.15,-8.4,0,0,0,0,0,0,0,-0.17,-4.89,0,0,0,0,320.517,4.387,40.46,2,2,4,4,0,1,23,1559.503999,2.634425269,3.521773226,5.459103928,2.268596839,[H]C1C(O)C([H])([H])C([H])([H])C2(C([H])([H])[H])C1C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])(C(O)C([H])([H])[H])C([H])([H])C([H])([H])C12[H]
protriptyline_p,-8.656,-0.433,-8.625,-0.431,-15.027,-0.751,NR,,0,-12.206,-7.722,-0.61,-0.386,0,0,0,0,-1.88,-6.2,-4.09,0,0,0,0,0,0,0,-1.41,-1.7,-5.51,0,0,0,0,0,0,0,-4.11,-3.6,-7.32,0,0,0,0,0,0,0,-2.54,-0.66,-5.45,0,0,0,0,0,0,-0.71,-2,-5.03,0,0,280.52,4.2286,16.61,0,1,5,3,0,1,20,917.982017,6.16E-06,3.887842452,7.292121272,3.235244213,[HH].[H]C1C([H])C([H])C2C(C1[H])C([H])C([H])C1C([H])C([H])C([H])C([H])C1C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])[H]
pyrilamine_p,-7.436,-0.354,-8.296,-0.395,-14.307,-0.681,NR,,0,-13.37,-6.271,-0.637,-0.299,0,0,-0.35,-2.09,-1.99,-5.2,-3.7,0,0,0,0,0,-0.15,-1.64,-1.32,-1.7,-3.52,0,0,0,0,0,-0.4,-1.78,-2.34,-3.8,-6.02,0,0,0,0,0,-0.45,-0.41,-1.48,-1.7,-3.4,0,0,0,0,0.05,-0.08,-0.88,-2,-3.39,0,0,298.495,0.7377,28.94,3,2,10,2,0,1,21,1001.831704,2.917975761,3.903838406,9.085838288,5.85497535,[H]C1NC(N(C([H])([H])C2C([H])C([H])C(OC([H])([H])[H])C([H])C2[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])C([H])C1[H]
quazepam_p,-7.272,-0.291,-7.808,-0.312,-11.813,-0.473,NR,,0,-9.115,-6.289,-0.365,-0.252,0,0,-0.2,-1.52,-1.97,0,-5.43,0,0,0,0,0,-0.17,-0.97,-0.83,0,-5.82,0,0,0,0,0,-0.29,-2.03,-2.22,0,-7.28,0,0,0,0,0,-0.17,0.08,-1.91,0,-5.26,0,0,0,0,-0.45,0.23,-0.91,0,-5.15,0,0,382.511,4.4115,15.27,3,2,2,3,0,1,25,797.4951272,2.274729308,9.965249233,7.92876201,4.642099374,[H]C1C([H])C([H])C(C2NC([H])([H])C(S)N(C([H])([H])C(F)(F)F)C3C([H])C([H])C(C)C([H])C23)C(F)C1[H]
quinapril_p,-9.566,-0.299,-12.055,-0.377,-19.325,-0.604,NR,,0,-12.91,-10.134,-0.403,-0.317,0,0,-0.18,-2.49,-3.38,-0.81,-5.92,-0.14,0,0,0,0,-0.09,-1.63,-1.48,-1.6,-5.03,-2.2,0,0,0,0,-0.15,-1.63,-5.24,-2.6,-9.19,-0.51,0,0,0,0,-0.17,-0.45,-2.46,0.51,-7.11,0.09,0,0,0,0.05,0.05,-1.1,-1.3,-5,-2.9,0,457.676,1.5321,110,6,5,13,3,0,1,32,1605.69057,2.583997341,7.372657637,12.98094704,7.109606798,[H]C1C([H])C([H])C(C([H])([H])C([H])([H])C([H])(C(O)OC([H])([H])C([H])([H])[H])[N+]([H])([H])C([H])(C(O)N2C([H])([H])C3C([H])C([H])C([H])C([H])C3C([H])([H])C2([H])C(O)O)C([H])([H])[H])C([H])C1[H]
raltegravir_p,-10.101,-0.316,-8.323,-0.26,-16.573,-0.518,NR,,0,-12.432,-4.674,-0.388,-0.146,-0.4,-0.6,-0.98,-4.67,-1.98,0,-3.82,0,0,0,-0.24,-0.24,0.19,-4.21,-0.88,0,-2.96,0,0,0,-0.4,-1.01,-1.3,-5.68,-3.15,0,-5.11,0,0,0,-0.73,-0.37,-1.4,-0.98,-2.73,0,-3.89,0,0,-0.26,1.37,-0.55,-0.62,-1.19,0,-3.43,0,0,464.583,-2.1852,153.54,11,9,13,3,0,1,32,1224.079441,2.227047021,9.859477348,10.82610069,6.129691559,[H]OC1C(C(O)N([H])C([H])([H])C2C([H])C([H])C(F)C([H])C2[H])NC(C(N([H])C(O)C2NNC(C([H])([H])[H])O2)(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C1O
ramelteon_p,-6.657,-0.35,-5.088,-0.268,-10.46,-0.551,NR,,0,-7.754,-3.845,-0.408,-0.202,0,-0.7,-0.79,-1.59,-3.71,0,-0.96,0,0,0,0,-0.71,-0.44,-1.22,-2.23,0,-0.49,0,0,0,0,-0.59,-0.91,-1.48,-6.14,0,-1.35,0,0,0,0,-0.26,-1.56,-0.3,-3.46,0,-1.07,0,0,0,-0.77,-1.07,-0.09,-1.24,0,-0.67,0,0,267.413,2.5358,41.49,3,2,6,3,0,1,19,1013.126041,2.312651333,3.44130902,6.108267125,2.835033606,[H]C1C([H])C2C(C3C1OC([H])([H])C3([H])[H])C([H])(C([H])([H])C([H])([H])N([H])C(O)C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H]
ramipril_p,-8.652,-0.288,-9.04,-0.301,-17.369,-0.579,NR,,0,-11.875,-8.638,-0.396,-0.288,0,0,-0.21,-1.22,-5.79,-1.1,-3.45,-0.04,0,0,0,0,0.02,-1.26,-3.62,-0.02,-3.47,-0.7,0,0,0,0,-0.06,-1.62,-8.03,-2.3,-4.73,-0.62,0,0,0,0,-0.21,-0.52,-4.2,-0.1,-3.35,-0.27,0,0,0,0.7,-0.04,-1.54,-1.7,-3.17,-2.9,0,429.622,0.8944,110,6,5,13,3,0,1,30,1696.853959,2.666282505,6.037625093,11.54544245,5.940369898,[H]C1C([H])C([H])C(C([H])([H])C([H])([H])C([H])(C(O)OC([H])([H])C([H])([H])[H])[N+]([H])([H])C([H])(C(O)N2C([H])(C(O)O)C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C23[H])C([H])([H])[H])C([H])C1[H]
rizatriptan_p,-8.417,-0.421,-6.336,-0.317,-13.133,-0.657,NR,,0,-12.727,-4.725,-0.636,-0.236,0,-0.83,-1.34,-1.63,-1.72,-5.2,-1.96,0,0,0,0,-1.6,-1.15,-0.8,-0.62,-1.1,-1.11,0,0,0,0,-0.31,-1.87,-2.4,-2.22,-4.8,-1.56,0,0,0,0,-0.27,-2.24,-0.43,-1.36,-1.7,-2.4,0,0,0,-0.9,-0.55,0.12,-0.68,-1.8,-0.9,0,0,282.456,-1.1499,43.77,4,4,7,3,0,1,20,928.2051106,2.173480898,4.005237975,6.707571731,3.516049383,[H]C1NC([H])N(C([H])([H])C2C([H])C([H])C3C(C2[H])C(C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])N3[H])N1
roflumilast_p,-8.241,-0.317,-8.369,-0.322,-16.065,-0.618,NR,,0,-10.87,-5.529,-0.418,-0.213,0,-0.39,-0.34,-4.73,-2.21,0,-3.2,0,0,0,0,-0.22,0.04,-2.3,-2.15,0,-3.76,0,0,0,0,-0.55,-0.72,-6.94,-3.92,0,-3.97,0,0,0,0,-0.34,-0.64,-0.5,-3.34,0,-3.44,0,0,0,-0.98,-0.42,0.82,-1.52,0,-3.42,0,0,376.488,2.3415,62.75,5,3,8,3,0,1,26,907.0680698,1.992893817,8.990922732,9.2363175,5.580139838,[H]C1NC([H])C(C)C(N([H])C(O)C2C([H])C([H])C(OC([H])(F)F)C(OC([H])([H])C3([H])C([H])([H])C3([H])[H])C2[H])C1C
rosuvastatin_p,-9.356,-0.284,-10.325,-0.313,-16.295,-0.494,NR,,0,-10.79,-7.32,-0.327,-0.222,-0.93,0,-0.3,-2.98,-2.84,0,-3.53,-0.21,0,0,-0.24,0,-0.16,-2.41,-1.38,0,-3.67,-2.4,0,0,-0.77,0,-0.07,-4.96,-4.83,0,-4.64,-1,0,0,-1.18,0,-0.34,-0.91,-4.45,0,-1.52,-0.95,0,-0.62,0,0.25,-0.26,-0.83,0,-2.75,-3.1,0,499.69,1.8206,148.68,9,8,17,2,0,1,33,1449.939351,3.296729125,9.037864015,12.75172553,8.819750065,[H]OC([H])(C([H])C([H])C1C(C2C([H])C([H])C(F)C([H])C2[H])NC(N(C([H])([H])[H])S(O)(O)C([H])([H])[H])NC1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C(O)O
salicylic_acid_p,-5.244,-0.524,-5.474,-0.547,-7.16,-0.716,NR,,0,-4.396,-6.497,-0.44,-0.65,-1.4,0,0,0,0,0,-2.88,-0.14,0,0,-0.16,0,0,0,0,0,-2.96,-2.4,0,0,-0.72,0,0,0,0,0,-4.49,-2,0,0,-0.52,0,0,0,0,0,-4.11,-0.61,0,-0.46,0,0,0,0,0,-3.09,-3,0,146.186,-0.1518,60.69,3,3,2,1,0,1,10,216.8023377,2.919499933,3.518657648,3.323790749,1.684601688,[H]OC1C([H])C([H])C([H])C([H])C1C(O)O
salsalate_p,-7.15,-0.376,-8.705,-0.458,-12.216,-0.643,NR,,0,-7.53,-7.781,-0.396,-0.41,-0.54,0,0,-1.27,0,0,-5.72,0,0,0,0.3,0,0,-1.01,0,0,-5.64,-2.4,0,0,-0.75,0,0,-1.38,0,0,-8.13,-2,0,0,-0.51,0,0,-0.29,0,0,-5.74,-0.62,0,-0.25,0,0,-0.03,0,0,-4.83,-2.7,0,274.357,0.742,90.15,5,4,5,2,0,1,19,519.5939859,2.277643453,7.181462191,6.994698151,3.88956269,[H]OC1C([H])C([H])C([H])C([H])C1C(O)OC1C([H])C([H])C([H])C([H])C1C(O)O
sarecycline_p,-8.988,-0.257,-7.217,-0.206,-16.083,-0.46,NR,,0,-15.248,-5.607,-0.436,-0.16,-1.08,-0.63,-0.23,-1.81,-3.05,-5.2,-3.21,0,0,0,-0.71,-1.6,-0.14,-1.45,-0.92,-0.85,-1.6,0,0,0,-0.58,-0.5,-0.32,-2.84,-4.97,-2.2,-4.7,0,0,0,-0.97,0.01,-0.16,-0.75,-2.99,-1.7,-2.42,0,0,-0.6,0.32,0.75,0.44,-1.65,-1.8,-3.1,0,0,504.645,-4.2664,184.54,10,9,12,4,0,1,35,1692.783353,2.310909953,9.056069532,10.02954812,4.262071445,[H]OC1C([H])C([H])C(C([H])([H])N(OC([H])([H])[H])C([H])([H])[H])C2C1C(O)C1C(O)C3(O[H])C(O)C(C(O)N([H])[H])C(O)C([H])([N+]([H])(C([H])([H])[H])C([H])([H])[H])C3([H])C([H])([H])C1([H])C2([H])[H]
selegiline_p,-6.67,-0.476,-6.206,-0.443,-11.406,-0.815,NR,,0,-10.311,-5.968,-0.737,-0.426,0,0,0,0,-1.91,-6.2,-2.18,0,0,0,0,0,0,0,-1.8,-1.2,-3.23,0,0,0,0,0,0,0,-3.63,-3.3,-4.43,0,0,0,0,0,0,0,-2.26,-0.98,-3.43,0,0,0,0,0,0,-1.1,-1.7,-3.2,0,0,198.374,2.27,4.44,0,1,8,1,0,1,14,644.2398349,4.018451871,2.295524224,6.44489231,3.996461393,[H]CCC([H])([H])[N+]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C1C([H])C([H])C([H])C([H])C1[H]
simvastatin_p,-9.222,-0.307,-7.432,-0.248,-17.067,-0.569,NR,,0,-11.733,-5.761,-0.391,-0.192,-0.4,0,0,-2.87,-8.47,0,0,0,0,0,-0.36,0,0,-1.32,-5.76,0,0,0,0,0,-0.37,0,0,-2.35,-14.36,0,0,0,0,0,-0.69,0,0,-0.53,-7.99,0,0,0,0,-0.58,0,0,0.27,-5.46,0,0,0,0,426.638,4.4731,79.15,5,3,13,3,0,1,30,1910.011519,2.936681918,5.073298249,10.16226167,5.775102966,[H]OC1([H])C([H])([H])C(O)OC([H])(C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])[H])C([H])C([H])C3C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(OC(O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C32[H])C1([H])[H]
sitagliptin_p,-9.66,-0.345,-8.181,-0.292,-16.915,-0.604,NR,,0,-13.039,-6.222,-0.466,-0.222,0,0,-0.33,-3.37,-2.16,-6.2,-0.94,0,0,0,0,0,0.06,-3.25,-0.74,-1.7,-2.52,0,0,0,0,0,-0.87,-4.9,-4.36,-2.3,-4.55,0,0,0,0,0,-1.61,0.1,-2.68,-1.6,-3.85,0,0,0,0,-1.83,-0.08,-1.15,-1.2,-1.95,0,0,420.422,0.0597,78.41,5,4,6,3,0,1,28,1088.332571,2.237994699,9.227138085,8.602756178,4.901956452,[H]C1C(F)C(F)C([H])C(C([H])([H])C([H])(C([H])([H])C(O)N2C([H])([H])C3NNC(C(F)(F)F)N3C([H])([H])C2([H])[H])[N+]([H])([H])[H])C1F
spironolactone_p,-8.629,-0.298,-6.417,-0.221,-15.244,-0.526,NR,,0,-9.88,-5.263,-0.341,-0.181,0,0,-0.1,-1.6,-8.18,0,0,0,0,0,0,0,0,-1.78,-4.64,0,0,0,0,0,0,0,-0.18,-2.91,-12.11,0,0,0,0,0,0,0,-0.15,-0.62,-7.85,0,0,0,0,0,0,-0.45,-0.05,-4.76,0,0,0,0,424.647,4.3076,69.92,5,3,5,5,0,1,29,1861.963379,2.359670329,5.45836137,7.097006272,3.006946117,[H]C1C(O)C([H])([H])C([H])([H])C2(C([H])([H])[H])C1C([H])([H])C([H])(SC(O)C([H])([H])[H])C1([H])C2([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C21OC(O)C([H])([H])C1([H])[H]
stavudine_p,-5.942,-0.371,-4.323,-0.27,-9.432,-0.59,NR,,0,-6.733,-4.958,-0.421,-0.31,-0.42,-0.53,-0.77,-2.41,-1.83,0,-0.77,0,0,0,-0.33,-1.6,-0.6,-0.65,-0.72,0,-0.44,0,0,0,-0.69,-0.8,-1.26,-2.51,-2.84,0,-1.33,0,0,0,-0.35,-0.32,-1.98,-0.54,-2.05,0,-0.71,0,0,-1.1,-0.77,-1.53,0.09,-0.73,0,-0.91,0,0,232.28,-1.3806,85.19,6,4,4,2,0,1,16,599.2429508,2.543940677,4.150985007,4.950286705,2.367811472,[H]OC([H])([H])C1([H])OC([H])(N2C([H])C(C([H])([H])[H])C(O)N([H])C2O)C([H])C1[H]
sulfacetamide_p,-5.023,-0.359,-6.053,-0.432,-9.6,-0.686,NR,,0,-7.073,-3.121,-0.505,-0.223,0,-1.53,0,-1.78,-0.28,0,-3.47,0,0,0,0,-1.67,0,-1.38,-0.16,0,-2.83,0,0,0,0,-2,0,-2.53,-0.67,0,-4.43,0,0,0,0,-0.53,0,-0.62,-0.33,0,-3.52,0,0,0,-0.73,0,-0.05,-0.13,0,-2.19,0,0,224.326,0.8498,98.74,5,5,5,1,0,1,14,426.8165296,3.18729272,4.195402912,4.781104188,3.376799457,[H]C1C([H])C(S(O)(O)N([H])C(O)C([H])([H])[H])C([H])C([H])C1N([H])[H]
sulfasalazine_p,-8.623,-0.308,-8.585,-0.307,-15.882,-0.567,NR,,0,-9.707,-7.361,-0.347,-0.263,-0.74,-0.3,-0.44,-2.52,0,0,-5.74,0.03,0,0,-0.18,-0.5,0.02,-1.6,0,0,-3.95,-2.4,0,0,-1.2,-1.2,-0.2,-3.94,0,0,-8.37,-0.98,0,0,-0.38,-0.17,-0.81,-0.77,0,0,-5.46,-1,0,-0.27,-0.37,-0.39,0.02,0,0,-6.1,-0.26,0,422.592,0.5869,149.27,9,9,8,3,0,1,28,867.7415769,1.770560441,11.03249597,10.34007513,6.242646857,[H]OC1C([H])C([H])C(NNC2C([H])C([H])C(S(O)(O)N([H])C3NC([H])C([H])C([H])C3[H])C([H])C2[H])C([H])C1C(O)O
sulindac_p,-7.605,-0.304,-7.194,-0.288,-11.837,-0.473,NR,,0,-7.249,-8.688,-0.29,-0.348,0,0,-0.82,-1.07,-1.32,0,-4.01,-0.04,0,0,0,0,0.64,-1.49,-0.53,0,-3.63,-2.2,0,0,0,0,-1.26,-1.53,-2.53,0,-5.12,-1.4,0,0,0,0,-1.74,-0.42,-1.02,0,-3.82,-0.62,0,0,0,-2.23,0.5,-0.65,0,-3.36,-3,0,376.578,4.3766,60.69,3,4,7,3,0,1,25,911.915833,2.184622613,7.883909397,8.450621958,4.532891986,[H]C1C([H])C2C(C([H])C3C([H])C([H])C([SH](O)C([H])([H])[H])C([H])C3[H])C(C([H])([H])[H])C(C([H])([H])C(O)O)C2C([H])C1F
sumatriptan_p,-7.749,-0.387,-7.235,-0.362,-12.884,-0.644,NR,,0,-12.719,-5.131,-0.636,-0.257,0,-1.6,-0.81,-0.91,-1.89,-5.2,-2.24,0,0,0,0,-3.3,-0.56,-0.64,-0.77,-1.1,-0.88,0,0,0,0,-1.59,-0.81,-1.63,-2.11,-3.8,-2.94,0,0,0,0,-0.52,-1.01,-0.42,-1.7,-1.7,-2.39,0,0,0,-1.19,-0.82,0.12,-0.95,-1.5,-0.81,0,0,306.496,0.4103,68.96,4,5,9,2,0,1,20,988.3054009,2.81187638,3.968725001,6.939807183,4.32070106,[H]C1C([H])C(C([H])([H])S(O)(O)N([H])C([H])([H])[H])C([H])C2C1N([H])C([H])C2C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H]
suvorexant_p,-9.267,-0.29,-7.469,-0.233,-17.2,-0.538,NR,,0,-11.515,-4.59,-0.36,-0.143,0,0,-0.89,-4.82,-2.73,0,-3.07,0,0,0,0,0,0.28,-2.33,-0.68,0,-4.74,0,0,0,0,0,-0.99,-6.36,-3.39,0,-6.46,0,0,0,0,0,-1.45,-1.15,-2.54,0,-4.13,0,0,0,0,-0.23,0.09,-0.92,0,-3.54,0,0,450.672,1.2912,75.27,8,4,6,5,0,1,32,1396.783543,1.74629361,8.659955755,10.11901264,4.886851127,[H]C1NN(C2C([H])C([H])C(C([H])([H])[H])C([H])C2C(O)N2C([H])([H])C([H])([H])N(C3NC4C([H])C(C)C([H])C([H])C4O3)C([H])([H])C([H])([H])C2([H])C([H])([H])[H])NC1[H]
tasimelteon_p,-7.009,-0.389,-5.73,-0.318,-11.1,-0.617,NR,,0,-8.048,-4.501,-0.447,-0.25,0,-0.39,-0.52,-1.57,-3.55,0,-2.01,0,0,0,0,-0.48,-0.03,-1.53,-1.91,0,-1.8,0,0,0,0,-0.55,-0.2,-2.34,-5.18,0,-2.8,0,0,0,0,0.07,-0.35,-0.2,-4.43,0,-2.11,0,0,0,-0.77,-0.76,-0.11,-1.33,0,-1.5,0,0,253.386,2.1457,41.49,3,2,6,3,0,1,18,925.6404034,2.15539657,3.370232688,5.476308426,2.585083262,[H]C1C([H])C2OC([H])([H])C([H])([H])C2C(C2([H])C([H])([H])C2([H])C([H])([H])N([H])C(O)C([H])([H])C([H])([H])[H])C1[H]
tazarotene_p,-10.173,-0.407,-8.393,-0.336,-15.537,-0.621,NR,,0,-11.185,-6.977,-0.447,-0.279,0,0,-0.43,-2.41,-4.11,0,-4.22,0,0,0,0,0,-0.07,-1.31,-3.5,0,-3.52,0,0,0,0,0,-0.65,-3.03,-6.07,0,-5.8,0,0,0,0,0,-0.75,-0.41,-4.23,0,-4.78,0,0,0,0,-0.31,-0.3,-2.67,0,-3.7,0,0,369.615,4.4377,41.49,4,2,9,3,0,1,25,1069.333739,1.916075741,6.367802058,8.946295473,5.14751731,[H]C1NC(CCC2C([H])C([H])C3SC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C3C2[H])C([H])C([H])C1C(O)OC([H])([H])C([H])([H])[H]
tazobactam_p,-5.554,-0.278,-5.093,-0.255,-10.694,-0.535,NR,,0,-7.234,-4.663,-0.362,-0.233,0,-0.75,-0.7,-2.78,-2.85,0,0,-0.14,0,0,0,-0.57,0.04,-1.32,-0.83,0,0,-2.4,0,0,0,-0.48,-0.87,-3.52,-4.42,0,0,-1.4,0,0,0,-0.23,-1.38,-0.91,-2.08,0,0,-0.95,0,0,-0.97,-0.55,0.36,-0.56,0,0,-3,0,310.376,-2.1364,131.69,9,7,4,3,0,1,20,777.5079839,2.457548319,6.62366093,4.744862134,1.849396716,[H]C1NNN(C([H])([H])C2(C([H])([H])[H])C([H])(C(O)O)N3C(O)C([H])([H])C3([H])S2(O)O)C1[H]
temazepam_p,-8.182,-0.39,-7.524,-0.358,-12.673,-0.603,NR,,0,-8.944,-6.144,-0.426,-0.293,-0.47,0,-0.01,-1.97,-0.76,0,-5.75,0,0,0,-0.48,0,-0.13,-1.13,-0.42,0,-5.37,0,0,0,-0.43,0,-0.3,-2.49,-1.49,0,-7.99,0,0,0,-0.78,0,-0.25,-0.47,-0.89,0,-5.79,0,0,-0.28,0,-0.42,-0.14,-0.82,0,-4.48,0,0,296.455,1.9119,55.73,4,3,3,3,0,1,21,720.0232568,2.24787083,6.386237245,6.529759228,3.140509851,[H]OC1([H])NC(C2C([H])C([H])C([H])C([H])C2[H])C2C([H])C(C)C([H])C([H])C2N(C([H])([H])[H])C1O
tenofovir_p,-5.626,-0.296,-5.766,-0.303,-10.589,-0.557,NR,,0,-6.646,-4.498,-0.35,-0.237,0,-0.52,-1.29,-2.93,-1.7,0,0,-0.21,0,0,0,-1.1,0.39,-2.01,-0.64,0,0,-2.4,0,0,0,-0.73,-1.71,-2.98,-3.22,0,0,-2,0,0,0,-0.35,-1.95,-0.72,-1.83,0,0,-0.79,0,0,-0.3,-0.46,-0.26,-0.58,0,0,-2.9,0,297.296,-3.1867,135.27,9,7,7,2,0,1,19,669.3515886,2.542540649,6.054371671,6.23067547,4.266988931,[H]C1NC(N([H])[H])C2NC([H])N(C([H])([H])C([H])(OC([H])([H])[PH](O)(O)O)C([H])([H])[H])C2N1
